Unnamed: 0,price,mark,model,year,mileage,engine_capacity,transmission,drive,hand_drive,fuel,Cluster
445,690,mitsubishi,pajero io,1999,153100,1800,at,4wd,rhd,gasoline,1
446,690,toyota,noah,2003,104848,2000,at,2wd,rhd,gasoline,1
447,690,honda,step wgn,2009,119200,2000,at,2wd,rhd,gasoline,2
448,690,nissan,vanette truck,1995,98500,1500,mt,2wd,rhd,gasoline,1
449,690,mitsubishi,delica truck,1997,102600,2000,at,2wd,rhd,gasoline,1
450,698,nissan,x-trail,2007,253446,1990,at,4wd,rhd,gasoline,1
451,699,honda,fit,2010,83430,1300,at,2wd,rhd,gasoline,2
452,699,nissan,serena,2011,142886,2000,at,2wd,rhd,gasoline,2
453,700,toyota,platz,2000,10340,1000,at,2wd,rhd,gasoline,0
454,700,honda,fit,2003,104000,1300,at,2wd,rhd,gasoline,2
455,700,honda,fit,2011,102000,1300,at,2wd,rhd,gasoline,2
456,700,suzuki,swift,2010,147000,1200,at,2wd,rhd,gasoline,2
457,700,nissan,tiida,2011,114000,1500,at,2wd,rhd,gasoline,2
458,700,mitsubishi,ek wagon,2013,87600,660,at,2wd,rhd,gasoline,2
459,700,daihatsu,move,2013,105000,660,at,2wd,rhd,gasoline,2
460,700,mazda,tribute,2001,127000,3000,at,4wd,rhd,gasoline,1
461,700,honda,life,2013,162500,660,at,2wd,rhd,gasoline,2
462,700,mitsubishi,lancer cargo,2013,66000,1500,at,2wd,rhd,gasoline,2
463,700,mazda,demio,2010,247000,1300,at,2wd,rhd,gasoline,2
464,700,toyota,ractis,2009,36300,1300,at,2wd,rhd,gasoline,2
465,700,daihatsu,move,2013,143300,660,at,2wd,rhd,gasoline,2
466,700,mazda,atenza wagon,2007,115500,2300,at,2wd,rhd,gasoline,1
467,700,mazda,atenza sport,2007,115500,2300,at,2wd,rhd,gasoline,1
468,700,mazda,atenza,2007,115500,2300,at,2wd,rhd,gasoline,1
469,700,nissan,cube,2009,93850,1500,at,2wd,rhd,gasoline,2
470,700,mitsubishi,ek wagon,2013,65700,660,mt,2wd,rhd,gasoline,2
471,700,nissan,vanette truck,1996,74000,1800,mt,2wd,rhd,gasoline,1
472,700,honda,fit,2006,157195,1330,at,2wd,rhd,gasoline,2
473,700,toyota,raum,2005,103051,1500,at,2wd,rhd,gasoline,2
474,700,honda,vamos,2000,124848,660,at,2wd,rhd,gasoline,0
475,700,honda,odyssey,2000,21481,2300,at,2wd,rhd,gasoline,1
476,707,nissan,vanette van,2002,88695,1800,mt,2wd,rhd,gasoline,1
477,710,honda,insight,2009,156904,1290,at,2wd,rhd,gasoline,2
478,710,honda,fit,2007,69000,1330,at,2wd,rhd,gasoline,2
479,710,subaru,r2,2004,70000,660,at,2wd,rhd,gasoline,2
480,715,nissan,cube,2011,118536,1500,at,2wd,rhd,gasoline,2
481,720,honda,insight,2009,71274,1290,at,2wd,rhd,gasoline,2
482,720,toyota,fun cargo,2002,79600,1300,at,2wd,rhd,gasoline,0
483,725,honda,airwave,2006,95406,1500,at,2wd,rhd,gasoline,2
484,728,toyota,ractis,2007,69787,1300,at,2wd,rhd,gasoline,2
485,728,toyota,passo,2011,31504,1000,at,2wd,rhd,gasoline,2
486,728,suzuki,swift,2007,50775,1300,at,2wd,rhd,gasoline,2
487,728,honda,fit,2009,57647,1300,at,2wd,rhd,gasoline,2
488,728,honda,fit,2009,54370,1300,at,2wd,rhd,gasoline,2
489,728,mitsubishi,pajero io,2003,80276,2000,at,4wd,rhd,gasoline,1
490,728,toyota,ipsum,2003,89593,2400,at,2wd,rhd,gasoline,1
491,728,toyota,passo,2006,109941,1000,at,2wd,rhd,gasoline,2
492,728,toyota,passo,2004,21466,1000,at,2wd,rhd,gasoline,0
493,728,nissan,serena,2008,165000,2000,at,2wd,rhd,gasoline,1
494,730,honda,airwave,2007,105994,1490,at,2wd,rhd,gasoline,2
495,732,toyota,ractis,2006,49171,1500,at,2wd,rhd,gasoline,2
496,740,toyota,fun cargo,2003,120000,1500,at,4wd,rhd,gasoline,2
497,740,toyota,vitz,2007,7461,1300,at,2wd,rhd,gasoline,2
498,740,mazda,demio,2003,91000,1500,at,2wd,rhd,gasoline,0
499,746,suzuki,carry truck,1999,87816,660,mt,4wd,rhd,gasoline,0
500,747,daihatsu,terios kid,2004,100000,660,at,2wd,rhd,gasoline,2
501,747,toyota,vitz,2005,31479,1296,at,2wd,rhd,gasoline,2
502,747,toyota,raum,2003,89028,1496,at,2wd,rhd,gasoline,0
503,747,toyota,passo,2005,10535,1297,at,2wd,rhd,gasoline,0
504,747,toyota,verossa,2001,110800,2500,at,2wd,rhd,gasoline,1
505,747,nissan,tiida,2006,64900,1500,at,2wd,rhd,gasoline,2
506,747,toyota,wish,2009,92177,1800,at,4wd,rhd,gasoline,2
507,747,toyota,voxy,2007,149000,2000,at,4wd,rhd,gasoline,1
508,747,smart,forfour,2003,114945,690,at,2wd,rhd,gasoline,2
509,747,toyota,ractis,2006,92000,1300,at,2wd,rhd,gasoline,2
510,747,toyota,vitz,2007,83000,1300,at,2wd,rhd,gasoline,2
511,747,nissan,elgrand,2005,142000,3500,at,4wd,rhd,gasoline,1
512,747,nissan,elgrand,2005,140000,3500,at,2wd,rhd,gasoline,1
513,750,honda,fit,2011,248328,1290,at,2wd,rhd,gasoline,2
514,750,suzuki,swift,2010,95000,1200,at,2wd,rhd,gasoline,2
515,750,toyota,vitz,2007,52150,1300,at,2wd,rhd,gasoline,2
516,750,nissan,note,2011,76300,1500,at,2wd,rhd,gasoline,2
517,750,suzuki,swift,2010,106000,1200,at,2wd,rhd,gasoline,2
518,750,toyota,vitz,2007,73700,1300,at,2wd,rhd,gasoline,2
519,750,toyota,ist,2003,214420,1300,at,2wd,rhd,gasoline,1
520,750,toyota,raum,2003,46714,1500,at,2wd,rhd,gasoline,0
521,750,mazda,demio,2011,126800,1300,at,2wd,rhd,gasoline,2
522,750,toyota,fun cargo,2003,48207,1300,at,2wd,rhd,gasoline,0
523,750,toyota,raum,2003,123300,1500,at,2wd,rhd,gasoline,2
524,750,toyota,raum,2003,97581,1500,at,2wd,rhd,gasoline,0
525,750,mazda,demio,2005,113000,1500,at,2wd,rhd,gasoline,2
526,750,nissan,note,2011,50492,1500,at,2wd,rhd,gasoline,2
527,750,toyota,raum,2004,103448,1500,at,2wd,rhd,gasoline,2
528,750,nissan,note,2010,82882,1500,at,2wd,rhd,gasoline,2
529,750,nissan,march,2009,175000,1200,at,2wd,rhd,gasoline,2
530,750,suzuki,swift,2010,97400,1200,at,2wd,rhd,gasoline,2
531,750,toyota,ractis,2006,146315,1500,at,2wd,rhd,gasoline,2
532,750,toyota,bb,2003,106000,1300,at,2wd,rhd,gasoline,2
533,750,nissan,x-trail,2004,138000,2000,at,4wd,rhd,gasoline,1
534,750,suzuki,swift,2006,125004,1320,at,2wd,rhd,gasoline,2
535,750,mitsubishi,ek wagon,2013,59000,660,at,2wd,rhd,gasoline,2
536,750,honda,fit,2008,105700,1300,at,2wd,rhd,gasoline,2
537,750,mazda,carol,2013,27100,660,mt,2wd,rhd,gasoline,2
538,750,mitsubishi,mirage,2012,133700,1000,at,2wd,rhd,gasoline,2
539,750,gm,chevrolet others,2002,70800,1320,at,2wd,rhd,gasoline,0
540,756,toyota,corolla spacio,2002,41807,1500,at,2wd,rhd,gasoline,0
541,758,nissan,tiida,2009,66000,1500,at,2wd,rhd,gasoline,2
542,760,nissan,march,2007,46000,1240,at,2wd,rhd,gasoline,2
543,760,toyota,vitz,2005,96000,990,at,2wd,rhd,gasoline,2
544,760,suzuki,aerio,2005,120000,1790,at,2wd,rhd,gasoline,1
545,760,toyota,altezza,2002,53000,1980,at,2wd,rhd,gasoline,1
546,760,honda,fit,2009,120000,1490,at,2wd,rhd,gasoline,2
547,760,opel,vectra,2006,97000,2190,at,2wd,rhd,gasoline,1
548,760,toyota,altezza,2003,64000,1980,at,2wd,rhd,gasoline,1
549,760,toyota,passo,2007,30000,990,at,2wd,rhd,gasoline,2
550,760,toyota,sienta,2007,182000,1490,at,2wd,rhd,gasoline,2
551,760,suzuki,every,2002,173000,650,at,2wd,rhd,gasoline,2
552,760,honda,fit,2005,78000,1330,at,2wd,rhd,gasoline,2
553,760,mitsubishi,minicab truck,1998,79000,650,mt,2wd,rhd,gasoline,0
554,760,toyota,avensis,2004,78000,1990,at,2wd,rhd,gasoline,1
555,760,subaru,outback,2005,112000,2450,at,4wd,rhd,gasoline,1
556,760,toyota,porte,2011,85700,1300,at,2wd,rhd,gasoline,2
557,760,daihatsu,mira,2011,104000,660,at,2wd,rhd,gasoline,2
558,766,nissan,tiida,2009,45000,1500,at,2wd,rhd,gasoline,2
559,770,toyota,vitz,2007,68000,1000,at,2wd,rhd,gasoline,2
560,770,toyota,ractis,2006,168000,1500,at,2wd,rhd,gasoline,2
561,770,toyota,passo,2008,145000,1000,at,2wd,rhd,gasoline,2
562,770,volkswagen,golf,1999,58491,1800,at,2wd,rhd,gasoline,1
563,772,toyota,ractis,2009,81059,1500,at,2wd,rhd,gasoline,2
564,772,toyota,mark x,2005,40787,2500,at,2wd,rhd,gasoline,1
565,774,toyota,gaia,1999,103985,2000,at,2wd,rhd,gasoline,1
566,774,toyota,passo,2011,53660,1000,at,2wd,rhd,gasoline,2
567,774,toyota,vitz,2008,60283,1300,at,2wd,rhd,gasoline,2
568,775,toyota,alphard,2003,105292,2400,at,2wd,rhd,gasoline,1
569,775,mazda,demio,2011,33751,1300,at,2wd,rhd,gasoline,2
570,775,mitsubishi,pajero mini,2003,92445,660,at,2wd,rhd,gasoline,0
571,775,toyota,raum,2005,24112,1500,at,2wd,rhd,gasoline,0
572,775,toyota,vitz,2006,76454,1300,at,2wd,rhd,gasoline,2
573,775,suzuki,swift,2007,43914,1200,at,2wd,rhd,gasoline,2
574,775,suzuki,swift,2005,53839,1500,at,2wd,rhd,gasoline,2
575,775,toyota,passo,2011,35679,1000,at,2wd,rhd,gasoline,2
576,775,suzuki,swift,2005,33444,1500,at,2wd,rhd,gasoline,0
577,775,toyota,passo,2011,43847,1000,at,2wd,rhd,gasoline,2
578,775,toyota,vitz,2007,38637,1300,at,2wd,rhd,gasoline,2
579,775,toyota,corolla spacio,2005,46618,1800,at,2wd,rhd,gasoline,0
580,775,toyota,corolla spacio,2002,45504,1500,at,2wd,rhd,gasoline,0
581,775,toyota,passo,2011,58858,1000,at,2wd,rhd,gasoline,2
582,775,toyota,caldina,2004,93626,1800,at,2wd,rhd,gasoline,1
583,775,nissan,cube cubic,2007,122967,1500,at,2wd,rhd,gasoline,2
584,779,mazda,tribute,2003,117000,2300,at,4wd,rhd,gasoline,1
585,780,toyota,alphard g,2003,240069,2390,at,2wd,rhd,gasoline,1
586,780,honda,fit hybrid,2011,133365,1290,at,2wd,rhd,gasoline,2
587,780,honda,fit,2011,136600,1300,at,2wd,rhd,gasoline,2
588,780,honda,fit,2010,121000,1300,at,2wd,rhd,gasoline,2
589,780,toyota,sienta,2005,81000,1500,at,2wd,rhd,gasoline,2
590,780,mazda,verisa,2005,85000,1500,at,2wd,rhd,gasoline,2
591,783,toyota,raum,2009,31744,1500,at,2wd,rhd,gasoline,2
592,784,toyota,passo,2004,31089,1000,at,2wd,rhd,gasoline,0
593,784,toyota,passo,2006,103782,1000,at,2wd,rhd,gasoline,2
594,784,toyota,passo,2006,122676,1000,at,2wd,rhd,gasoline,2
595,784,toyota,passo,2004,30913,1000,at,2wd,rhd,gasoline,0
596,790,honda,fit,2011,114611,1290,at,2wd,rhd,gasoline,2
597,790,suzuki,swift,2000,55000,1320,at,2wd,rhd,gasoline,0
598,790,honda,fit hybrid,2011,125000,1300,at,2wd,rhd,hybrid,2
599,790,nissan,tiida,2007,83700,1500,at,2wd,rhd,gasoline,2
600,790,suzuki,swift,2010,92000,1200,at,2wd,rhd,gasoline,2
601,790,honda,fit,2003,82000,1500,at,2wd,rhd,gasoline,0
602,790,honda,fit,2006,110000,1300,at,2wd,rhd,gasoline,2
604,790,toyota,ractis,2005,88500,1290,at,2wd,rhd,gasoline,2
605,790,honda,fit,2003,122000,1500,at,2wd,rhd,gasoline,1
606,790,honda,fit,2007,95000,1500,at,2wd,rhd,gasoline,2
607,790,honda,fit,2003,24000,1500,at,2wd,rhd,gasoline,0
608,790,honda,fit,2005,86000,1300,at,2wd,rhd,gasoline,2
609,790,honda,fit,2003,66000,1300,at,2wd,rhd,gasoline,0
610,790,honda,fit,2003,71000,1500,at,2wd,rhd,gasoline,0
612,790,honda,fit,2006,87000,1500,at,2wd,rhd,gasoline,2
613,790,honda,fit,2003,107000,1300,at,2wd,rhd,gasoline,0
615,790,honda,fit,2006,104000,1300,at,2wd,rhd,gasoline,2
616,790,honda,fit,2003,96000,1300,at,2wd,rhd,gasoline,0
617,790,honda,fit,2005,99000,1300,at,2wd,rhd,gasoline,2
618,790,honda,fit,2007,45000,1300,at,2wd,rhd,gasoline,2
619,790,honda,fit,2006,80000,1300,at,2wd,rhd,gasoline,2
620,790,honda,fit,2009,71000,1400,at,2wd,rhd,gasoline,2
621,790,mazda,verisa,2007,56000,1500,at,2wd,rhd,gasoline,2
622,790,honda,fit,2005,49000,1300,at,2wd,rhd,gasoline,0
623,790,honda,fit,2006,38000,1500,at,2wd,rhd,gasoline,2
624,790,honda,fit,2005,79000,1300,at,2wd,rhd,gasoline,2
625,790,honda,fit,2007,118000,1300,at,2wd,rhd,gasoline,2
626,790,honda,fit,2007,120000,1300,at,2wd,rhd,gasoline,2
627,790,honda,fit,2005,90000,1300,at,2wd,rhd,gasoline,2
628,790,honda,fit,2006,33000,1300,at,2wd,rhd,gasoline,2
629,790,honda,fit,2006,49000,1300,at,2wd,rhd,gasoline,2
630,790,honda,fit,2003,92000,1300,at,2wd,rhd,gasoline,0
631,790,honda,fit,2005,70000,1300,at,2wd,rhd,gasoline,2
632,790,honda,fit,2003,69000,1300,at,2wd,rhd,gasoline,0
633,790,honda,fit,2005,34000,1300,at,2wd,rhd,gasoline,0
634,790,honda,fit,2002,171000,1300,at,2wd,rhd,gasoline,1
635,790,honda,fit,2005,81000,1300,at,2wd,rhd,gasoline,2
636,790,honda,fit,2005,64000,1300,at,2wd,rhd,gasoline,0
637,790,honda,fit,2005,55000,1300,at,2wd,rhd,gasoline,0
639,790,honda,fit,2005,68000,1300,at,2wd,rhd,gasoline,2
640,790,honda,fit,2003,84000,1300,at,2wd,rhd,gasoline,0
641,790,honda,fit,2005,30000,1300,at,2wd,rhd,gasoline,0
642,790,mazda,premacy,2012,112000,2000,at,2wd,rhd,gasoline,2
643,790,honda,fit,2003,77000,1300,at,2wd,rhd,gasoline,0
644,790,honda,fit,2005,128000,1300,at,2wd,rhd,gasoline,2
645,790,honda,fit,2004,109000,1300,at,2wd,rhd,gasoline,2
646,790,honda,fit,2003,68000,1300,at,2wd,rhd,gasoline,0
647,790,honda,fit,2005,111000,1300,at,2wd,rhd,gasoline,2
648,790,honda,fit,2007,102000,1300,at,2wd,rhd,gasoline,2
649,790,honda,fit,2007,113000,1300,at,2wd,rhd,gasoline,2
650,790,honda,fit,2003,104000,1300,at,2wd,rhd,gasoline,0
651,790,honda,fit,2004,78000,1500,at,2wd,rhd,gasoline,0
652,790,honda,fit,2004,65000,1300,at,2wd,rhd,gasoline,0
653,790,honda,fit,2006,108000,1300,at,2wd,rhd,gasoline,2
654,790,honda,fit,2004,85000,1300,at,2wd,rhd,gasoline,0
655,790,honda,fit,2002,48000,1500,at,2wd,rhd,gasoline,0
656,790,honda,fit,2007,90000,1300,at,2wd,rhd,gasoline,2
657,790,honda,fit,2003,75000,1500,at,2wd,rhd,gasoline,0
658,792,toyota,mark x,2005,49050,2500,at,2wd,rhd,gasoline,1
659,793,toyota,brevis,2003,97000,2500,at,2wd,rhd,gasoline,1
660,793,toyota,ractis,2005,106000,1300,at,2wd,rhd,gasoline,2
661,793,toyota,ractis,2006,51000,1500,at,2wd,rhd,gasoline,2
662,798,toyota,raum,2007,158919,1500,at,2wd,rhd,gasoline,2
663,799,honda,fit,2009,71450,1300,at,2wd,rhd,gasoline,2
664,800,nissan,tiida,2008,77000,1500,at,2wd,rhd,gasoline,2
665,800,suzuki,mr wagon,2006,122000,660,at,2wd,rhd,gasoline,2
666,800,honda,fit,2005,115000,1330,at,2wd,rhd,gasoline,2
667,800,honda,fit,2005,67000,1330,at,2wd,rhd,gasoline,0
668,800,toyota,vitz,2006,124000,990,at,2wd,rhd,gasoline,2
669,800,toyota,ractis,2006,87000,1490,at,2wd,rhd,gasoline,2
670,800,bmw,mini,2003,110000,1590,at,2wd,rhd,gasoline,1
671,800,toyota,brevis,2004,140000,2490,at,2wd,rhd,gasoline,1
672,800,mazda,axela sport,2005,122000,1490,at,2wd,rhd,gasoline,2
673,800,suzuki,swift,2010,72000,1200,at,2wd,rhd,gasoline,2
674,800,suzuki,swift,2010,96000,1200,at,2wd,rhd,gasoline,2
675,800,toyota,vitz,2009,135000,1000,at,2wd,rhd,gasoline,2
676,800,toyota,alphard v,2003,85800,2400,at,2wd,rhd,gasoline,1
677,800,toyota,alphard,2003,85800,2400,at,2wd,rhd,gasoline,1
678,800,toyota,raum,2003,28965,1500,at,2wd,rhd,gasoline,0
679,800,honda,fit,2007,54496,1300,at,2wd,rhd,gasoline,2
680,800,subaru,pleo,2013,155100,660,at,2wd,rhd,gasoline,2
681,800,toyota,raum,2009,90000,1500,at,2wd,rhd,gasoline,2
682,800,suzuki,swift,2003,133362,1300,mt,2wd,rhd,gasoline,0
683,800,toyota,noah,2005,127500,2000,at,4wd,rhd,gasoline,1
684,800,daihatsu,move,2013,165700,660,at,2wd,rhd,gasoline,2
685,800,daihatsu,mira,2013,118300,660,at,2wd,rhd,gasoline,2
686,800,subaru,pleo,2013,119000,660,at,2wd,rhd,gasoline,2
687,800,honda,life,2013,119000,660,at,2wd,rhd,gasoline,2
688,800,mazda,demio,2005,97000,1500,at,2wd,rhd,gasoline,2
689,800,mazda,tribute,2005,108600,2300,at,4wd,rhd,gasoline,1
690,800,mitsubishi,minicab van,2013,119700,660,at,2wd,rhd,gasoline,2
691,800,toyota,passo,2005,84000,1300,at,2wd,rhd,gasoline,2
692,800,honda,edix,2005,203000,1700,at,2wd,rhd,gasoline,1
693,800,mazda,demio,2006,185000,1300,at,2wd,rhd,gasoline,2
694,800,toyota,sienta,2005,195000,1500,at,2wd,rhd,gasoline,1
695,800,mitsubishi,ek wagon,2013,79200,660,at,2wd,rhd,gasoline,2
696,800,subaru,pleo,2013,193100,660,at,2wd,rhd,gasoline,2
697,800,nissan,nv100clipper,2013,140100,660,at,2wd,rhd,gasoline,2
698,800,mazda,demio,2005,116000,1300,at,2wd,rhd,gasoline,2
699,800,mitsubishi,pajero io,2003,115100,1800,at,4wd,rhd,gasoline,1
700,800,honda,fit,2006,99000,1300,at,2wd,rhd,gasoline,2
701,800,suzuki,alto,2013,93100,660,at,4wd,rhd,gasoline,2
702,800,nissan,ad van,2014,158000,1500,at,2wd,rhd,gasoline,2
703,800,toyota,voxy,2004,100817,2000,at,2wd,rhd,gasoline,1
704,800,mitsubishi,minicab truck,1999,154400,660,mt,4wd,rhd,gasoline,0
705,803,toyota,vitz,2007,53543,1300,at,2wd,rhd,gasoline,2
706,808,toyota,ractis,2007,55000,1500,at,2wd,rhd,gasoline,2
707,810,mazda,demio,2006,111000,1500,at,2wd,rhd,gasoline,2
708,812,toyota,wish,2003,148600,1800,at,4wd,rhd,gasoline,1
709,820,toyota,raum,2004,78440,1500,at,2wd,rhd,gasoline,0
710,820,volkswagen,golf,2005,10000,2000,at,2wd,rhd,gasoline,0
711,820,toyota,vitz,2007,63000,1300,at,2wd,rhd,gasoline,2
712,820,mazda,verisa,2004,98000,1500,at,2wd,rhd,gasoline,0
713,821,toyota,vitz,2007,68678,1300,at,2wd,rhd,gasoline,2
714,821,honda,fit,2009,82386,1300,at,2wd,rhd,gasoline,2
715,821,toyota,vitz,2009,20204,1000,at,2wd,rhd,gasoline,2
716,821,toyota,ractis,2010,76466,1300,at,2wd,rhd,gasoline,2
717,821,honda,accord,2005,59263,2000,at,2wd,rhd,gasoline,1
718,821,toyota,vitz,2009,63029,1300,at,2wd,rhd,gasoline,2
719,821,toyota,passo,2007,36342,1000,at,2wd,rhd,gasoline,2
720,821,toyota,passo,2008,42807,1000,at,2wd,rhd,gasoline,2
721,821,mazda,demio,2006,48000,1300,at,2wd,rhd,gasoline,0
722,824,toyota,ist,2003,81036,1500,at,2wd,rhd,gasoline,0
723,825,mazda,demio,2007,90300,1500,at,2wd,rhd,gasoline,2
724,830,nissan,march,2012,170000,1200,at,2wd,rhd,gasoline,2
725,831,toyota,brevis,2001,99000,2500,at,2wd,rhd,gasoline,1
726,831,suzuki,swift,2007,78400,1300,at,2wd,rhd,gasoline,2
727,831,toyota,raum,2004,106100,1500,at,2wd,rhd,gasoline,0
728,831,toyota,raum,2006,54000,1500,at,2wd,rhd,gasoline,0
729,835,toyota,noah,2003,86000,2000,at,2wd,rhd,gasoline,1
730,840,nissan,note,2011,105000,1500,at,2wd,rhd,gasoline,2
731,840,subaru,legacy b4,2007,143494,2000,at,4wd,rhd,gasoline,1
732,840,toyota,raum,2009,71935,1496,at,4wd,rhd,gasoline,2
733,840,toyota,mark x,2005,42133,2499,at,2wd,rhd,gasoline,1
734,840,toyota,ractis,2007,44653,1296,at,2wd,rhd,gasoline,2
735,840,toyota,ipsum,1997,96224,2000,at,2wd,rhd,gasoline,1
736,840,suzuki,sx4,2007,100422,1500,at,2wd,rhd,gasoline,2
737,840,honda,fit,2005,90747,1500,mt,2wd,rhd,gasoline,0
738,840,nissan,note,2010,159000,1500,at,2wd,rhd,gasoline,2
739,840,volkswagen,golf,2007,78740,1600,at,2wd,rhd,gasoline,2
740,840,nissan,x-trail,2005,116737,2000,at,4wd,rhd,gasoline,1
741,840,toyota,passo,2006,85799,1000,at,2wd,rhd,gasoline,2
742,840,volkswagen,polo,2009,63000,1400,at,2wd,rhd,gasoline,2
743,840,honda,edix,2004,60000,2000,at,2wd,rhd,gasoline,1
744,840,volkswagen,polo,2008,62900,1400,at,2wd,rhd,gasoline,2
745,840,toyota,passo,2004,34451,1000,at,2wd,rhd,gasoline,0
746,840,subaru,legacy,2004,51080,2000,at,4wd,rhd,gasoline,1
747,840,mazda,tribute,2004,191900,2300,at,4wd,rhd,gasoline,1
748,840,suzuki,carry truck,1990,55189,660,mt,2wd,rhd,gasoline,0
749,840,nissan,vanette van,2010,194613,1990,mt,2wd,rhd,diesel,1
750,840,honda,cr-v,2002,180722,1990,at,4wd,rhd,gasoline,1
751,840,mitsubishi,pajero io,2001,77472,1990,at,4wd,rhd,gasoline,1
752,840,toyota,vitz,2005,68000,1000,at,2wd,rhd,gasoline,0
753,840,bmw,mini,2003,84000,1600,at,2wd,rhd,gasoline,0
754,841,toyota,mark x,2005,67776,2500,at,2wd,rhd,gasoline,1
755,845,nissan,tiida,2010,47872,1500,at,2wd,rhd,gasoline,2
756,848,honda,stream,2006,97300,1799,at,2wd,rhd,gasoline,1
757,849,nissan,vanette truck,1996,241608,1800,mt,2wd,rhd,gasoline,1
758,850,mazda,bongo truck,1991,122798,1490,mt,2wd,rhd,gasoline,1
759,850,toyota,alphard,2002,156622,2990,at,4wd,rhd,gasoline,1
760,850,toyota,alphard v,2002,156622,2990,at,4wd,rhd,gasoline,1
761,850,toyota,alphard g,2002,156622,2990,at,4wd,rhd,gasoline,1
762,850,toyota,vitz,2009,77739,1300,cvt,2wd,rhd,gasoline,2
763,850,toyota,noah,2003,139050,2000,at,2wd,rhd,gasoline,1
764,850,toyota,aristo,1999,88016,3000,at,2wd,rhd,gasoline,1
765,850,toyota,fun cargo,2003,51055,1300,at,2wd,rhd,gasoline,0
766,850,toyota,wish,2003,60491,1800,at,2wd,rhd,gasoline,0
767,850,toyota,vitz,2006,71000,990,at,2wd,rhd,gasoline,0
768,850,toyota,raum,2003,73000,1490,at,2wd,rhd,gasoline,0
769,850,toyota,sienta,2007,81000,1490,at,2wd,rhd,gasoline,2
770,850,suzuki,alto,2013,70700,660,at,2wd,rhd,gasoline,2
771,850,toyota,wish,2005,58380,1800,at,2wd,rhd,gasoline,0
772,850,toyota,wish,2007,248742,1800,at,2wd,rhd,gasoline,1
773,850,toyota,ractis,2009,126045,1500,cvt,2wd,rhd,gasoline,2
774,850,toyota,wish,2005,155127,1800,at,2wd,rhd,gasoline,1
775,850,toyota,wish,2003,148842,1800,at,2wd,rhd,gasoline,1
776,850,toyota,fun cargo,2003,47217,1300,at,2wd,rhd,gasoline,0
777,850,toyota,wish,2006,111252,1800,at,2wd,rhd,gasoline,1
778,850,toyota,wish,2005,120590,1800,at,2wd,rhd,gasoline,1
779,850,toyota,vitz,2007,29991,1300,cvt,2wd,rhd,gasoline,0
780,850,toyota,noah,2003,143442,2000,at,2wd,rhd,gasoline,1
781,850,toyota,noah,2005,62045,2000,cvt,2wd,rhd,gasoline,1
782,850,toyota,wish,2003,179499,1800,at,2wd,rhd,gasoline,1
783,850,toyota,noah,2004,92706,2000,cvt,2wd,rhd,gasoline,1
784,850,toyota,sienta,2004,55036,1500,cvt,2wd,rhd,gasoline,0
785,850,toyota,vitz,2006,55158,1300,cvt,2wd,rhd,gasoline,0
786,850,toyota,vitz,2005,82689,1300,cvt,2wd,rhd,gasoline,0
787,850,toyota,fun cargo,2001,94444,1300,at,2wd,rhd,gasoline,0
788,850,toyota,wish,2005,90951,1800,at,2wd,rhd,gasoline,1
789,850,toyota,vitz,2007,52783,1300,cvt,2wd,rhd,gasoline,2
790,850,toyota,wish,2005,120121,1800,at,2wd,rhd,gasoline,1
791,850,toyota,vitz,2005,76698,1500,cvt,2wd,rhd,gasoline,0
792,850,toyota,wish,2003,133404,1800,at,2wd,rhd,gasoline,1
793,850,toyota,vitz,2005,89456,1500,cvt,2wd,rhd,gasoline,0
794,850,toyota,ractis,2009,98141,1300,cvt,2wd,rhd,gasoline,2
795,850,toyota,wish,2007,82322,1800,at,2wd,rhd,gasoline,2
796,850,toyota,wish,2003,131292,1800,at,2wd,rhd,gasoline,1
797,850,toyota,vitz,2010,86086,1500,cvt,2wd,rhd,gasoline,2
798,850,toyota,wish,2005,186368,1800,at,2wd,rhd,gasoline,1
799,850,honda,fit,2005,95000,1330,at,2wd,rhd,gasoline,0
800,850,honda,fit,2005,61000,1330,at,2wd,rhd,gasoline,0
801,850,honda,fit,2001,71000,1330,at,2wd,rhd,gasoline,0
802,850,toyota,raum,2003,143000,1490,at,2wd,rhd,gasoline,1
803,850,toyota,sienta,2006,56000,1490,at,2wd,rhd,gasoline,0
804,850,suzuki,swift,2004,77000,1320,at,2wd,rhd,gasoline,0
805,850,suzuki,swift,2002,81000,1320,at,2wd,rhd,gasoline,0
806,850,toyota,platz,2003,35000,1290,at,2wd,rhd,gasoline,0
807,850,toyota,vitz,2004,102000,990,at,2wd,rhd,gasoline,0
808,850,toyota,wish,2007,147272,1800,at,2wd,rhd,gasoline,1
809,850,toyota,ractis,2005,101977,1500,cvt,2wd,rhd,gasoline,0
810,850,toyota,noah,2006,157802,2000,at,2wd,rhd,gasoline,1
811,850,mazda,demio,2011,52600,1300,at,2wd,rhd,gasoline,2
812,850,nissan,vanette van,2005,143000,1780,at,2wd,rhd,gasoline,1
813,850,toyota,sienta,2007,88396,1500,cvt,2wd,rhd,gasoline,2
814,850,toyota,vitz,2005,122105,1300,cvt,2wd,rhd,gasoline,0
815,850,mazda,demio,2011,62612,1300,at,2wd,rhd,gasoline,2
816,850,nissan,lafesta,2011,112000,2000,at,2wd,rhd,gasoline,2
817,850,nissan,cube,2013,158000,1500,at,2wd,rhd,gasoline,2
818,850,mitsubishi,minicab van,2013,145100,660,at,2wd,rhd,gasoline,2
